Comments,Label
চট্টগ্রামে আরও তিন থানার ওসি বদল,1.0
৭৩তম অধিবেশনে যোগ দিতে নিউ ইয়র্কের পথে প্রধানমন্ত্রী,1.0
শুরুতেই হোঁচট খেল বাংলাদেশ,1.0
গাজীপুরের কারখানায় বিস্ফোরণ : ৪ নির্মাণ শ্রমিক দ্বগ্ধ,1.0
নারিকেল দুধে ইলিশ কোরমা,1.0
ব্রাজিল দলে ফিরলেন মার্সেলো-জেসুস,1.0
জামালপুরে ট্রাকের ধাক্কায় বিশ্ববিদ্যালয় ছাত্র নিহত,1.0
শেষ ভরসা মাহমুদউল্লাহ’র পর মোসাদ্দেকের বিদায়,1.0
কারবালার শিক্ষা,1.0
মিরসরাইয়ে ট্রাকের ধাক্কায় লেগুনার এক যাত্রী নিহত,1.0
কুষ্টিয়ায় বিদ্যুৎস্পৃষ্টে যুবকের মৃত্যু,1.0
টেকনাফে চালানসহ ইয়াবা ‘রানি’ আটক,1.0
চাকরিতে প্রবেশের বয়সসীমা ৩৫ দ্রুত বাস্তবায়ন দাবি,1.0
জাবিতে ইউনিট ভিত্তিক ভর্তি পরীক্ষার সূচি প্রকাশ,1.0
২৫৬ রানের টার্গেট পেল বাংলাদেশ,1.0
অটোরিকশায় তার ছিঁড়ে বিদ্যুৎস্পৃষ্ট হয়ে নিহত ৪,1.0
ইথিওপীয় নেশার চালান এবার চট্টগ্রামে,1.0
কৃতি ও সম্মাননায় সংগীতশিল্পীদের মিলনমেলা হবিগঞ্জে,1.0
অস্ত্রধারী সেই ছাত্রলীগ নেতা আটক,1.0
দেশের মানুষের গড় আয়ু বৃদ্ধি পেয়েছে: ব্যারিস্টার আনিসুল,1.0
চুলে রং করলে যেসব সমস্যা হতে পারে আপনার,1.0
প্রথমার্ধে আমিরাতের জালে বাংলাদেশের ৫ গোল,1.0
সিরাজগঞ্জে কমতে শুরু করেছে যমুনার পানি,1.0
দলে ফিরলেন মুশফিক-মোস্তাফিজ,1.0
"হৃতিকের চোখে তিনিই বলিউডের 'আসল খান', নন শাহরুখ-সালমান-আমির!",1.0
১৪ বছর পর বার্সার ‘ত্রিফলা’ নিল ব্রাজিল,1.0
ঝড়ের আশঙ্কায় নদীবন্দরে সতর্কতা,1.0
‘তিনটি সূচকে না পেছালে ২৪ সালেই উন্নয়নশীল দেশের স্বীকৃতি’,1.0
"নিথর বাবার পাশে শিশুর কান্না, এক দিনে সহায়তা ৩০ লাখ রুপি",1.0
সন্ধ্যায় বামজোট - যুক্তফ্রন্ট বৈঠক,1.0
সুস্থ না হলে আদালতে যাবেন না খালেদা জিয়া,1.0
অনন্য মাইলফলকের সামনে মাশরাফি,1.0
ভ্রমণপিপাসুদের সেবা দিচ্ছে হালট্রিপ,1.0
ডিজিটাল হলো ৬ষ্ঠ শ্রেণির পাঠ্যপুস্তক,1.0
হংকংকে উড়িয়ে চ্যালেঞ্জ কাপ ভলিবলের সেমিতে বাংলাদেশ,1.0
চার মাস জ্বালানিশূন্য চিলমারী ডিপো,1.0
বগুড়ায় পাটের বাম্পার ফলন,1.0
দু'দেশের সম্পর্ক এখন উচ্চতর পর্যায়ে,1.0
"মহালছড়িতে ব্রিজ ভেঙে পাথরবোঝাই ট্রাক নদীতে, নিখোঁজ ১",1.0
সরকারের চাপের মুখে দেশত্যাগ করতে হয়েছে: এসকে সিনহা,1.0
ব্যাটসম্যানদের চোখে তো ক্যামেরা নেই: রশিদ,1.0
আইনগত ভিত্তি পেলেই জাতীয় নির্বাচনে ইভিএম চালু হবে: সিইসি,1.0
তথ্য-প্রযুক্তিই বাংলাদেশের সমৃদ্ধি : পলক,1.0
সার্ক সম্মেলন আয়োজনে পাকিস্তানের প্রস্তাব খারিজ করলো ভারত,1.0
ট্রাক-বাইক সংঘর্ষে নর্থ-সাউথ বিশ্ববিদ্যালয়ের ছাত্র নিহত,1.0
বিটিআরসিকে কলরেট কমাতে ৯ দফা প্রস্তাবনা,1.0
কর্মী প্রহারের ঘটনায় বাণিজ্য বন্ধ বেনাপোলে,1.0
নদীভাঙনে ক্ষতিগ্রস্ত প্রত্যেক পরিবারকে ত্রাণ দেওয়া হবে: মোফাজ্জল হোসেন,1.0
মেডিকেল বোর্ডের ‘ব্যবস্থাপত্র’ জানানো হলো খালেদাকে,1.0
ধোনির পাতা ফাঁদেই আউট হন সাকিব,1.0
মানুষ আওয়ামী লীগকেই ভোট দেবে: শাজাহান খান,1.0
ভয় করবেন কেন?,1.0
বারো ঘণ্টায় নারায়ণগঞ্জে ছয় লাশ,1.0
যে পরিকল্পনা নিয়ে আজ মাঠে নামছে বাংলাদেশ,1.0
খুলনায় নদী থেকে কিশোরের মরদেহ উদ্ধার,1.0
মঞ্চস্থ হলো প্রাচ্যনাটের হাসির নাটক ‘কিনু কাহারের থেটার’,1.0
আজিম নগর স্টেশনে রেলের ২৫৩০ লিটার চোরাই তেলসহ আটক-৩,1.0
র‌্যাঙ্কিংয়ে ফ্রান্স-বেলজিয়ামের যৌথ ইতিহাস,1.0
শাহরিয়ার চৌধুরী ইমন থেকে সালমান নামের নক্ষত্র,1.0
যমুনা ও বাঙালি নদীতে পানির সঙ্গে বাড়ছে ভাঙন,1.0
"ফিলিপাইনে ভূমিধসে নিহত ৩, মাটির নিচে চাপা ১০ বাড়ি",1.0
উল্লাপাড়ায় ইয়াবাসহ মাদক ব্যবসায়ী আটক,1.0
ঢাকায় ভারতের বাণিজ্য ও শিল্পমন্ত্রী সুরেশ প্রভু,1.0
ওমানে সড়ক দুর্ঘটনায় আহত হাটহাজারীর আজাদ মারা গেছেন,1.0
মানিকগঞ্জে বাসচাপায় মোটরসাইকেল আরোহী নিহত,1.0
